text,label
Jau,nothing
jeden tag sterben menschen,nothing
"Ihr seid selber Schuld , warum holt ihr euch das Gesindel ?",nothing
"Das müsste das mistpack mit der Zunge sauber lecker bis nurnoch ein Fetzen in der gusche hängt.   PS : sorry für meine ausdrucksweise.",nothing
"""... einige der Wenigen..."" ---> so muss das: ""...eine der wenigen..."" Nur mal so am Rande. Desweiteren finde ich nicht, dass sie ""einfach super"" ist. Ich nehme mal an du hast dir ihre gestrige Rede auf der PEGIDA - Demo angehört. Wenn ja, dann frage ich mich wie du zu einen solchen Schluss kommst. Wieder einmal hat sie nichts besseres zu tun als alle Muslime über einen Kamm zu scheren und zu behaupten, dass der Islam keine friedliche Religion ist, das nennt man auch Volksverhetzung. Das kannst du auch hier nach lesen: [URL] Zurecht wird gegen sie wegen Volksverhetzung und Verleumdung ermittelt. Diese ""Anti-Alles-Frau"" ist einfach nur peinlich.",nothing
"Ich möchte es versuchen auf den Punkt zu bringen. 1. BREIVIK religiöser Hintergrund ? Wenn ja dann war es nur ein BREIVIK verhaftet verurteilt sitzt. 2. Es gibt keine christliche Schrift die zum Morden aufruft das neue Testament sowieso nicht und das alte ist die Tora oder Judenbibel diese Schrift gehört den Juden den Christen dient sie nur um einige Zusammenhänge im neuen Testament besser zu verstehen. Des weiteren kennt das AT solche Greul, beschreibt sie oder man findet sie in den Mosaiche Gesetzen Rechtsprechung aber es ruft nicht zum zum Mord oder dem selektiven Töten wie der Koran auf. Zeige mir einen guten Vers im Koran wo ein Andersgläubige gut und Gleichberechtigt leben darf. Zeige mir die Stelle im Koran wo steht "" Du sollst nicht Töten "" diese Stelle wird nicht zu finden sein und genau das ist auch das Problem. Die meisten relativ friedlichen Moslems rühren daher ,dass sie entweder in der Unterzahl sind (Virgeschrieben) oder sich selbst gar nicht genug mit dem Koran beschäftigen. Bei den moderaten muslime und den radikalen muslime ist das Ziel dasselbe Dar al islam und dar es salaam nur die Wege sind anders.Die einen versuchen es mit Geduld die anderen mit dem Holzhammer.",nothing
"Karolina, melde dich mal bitte. Hab dir eine Freundschaftsanfrage gesendet.",nothing
Wenn ich für was stehe kann ich auch mein Gesicht zeigen und für das einstehen für was ich stehe,nothing
Und demnächst gibt es diese kulturelle Bereicherung auch in Ihrer Stadt. Fragen Sie Frau Merkel nach dem aktuellen Tournee-Plan.,nothing
Oder doch schick denen ne Briefbombe :D,nothing
Und vor den Linksextremisten in Leipzig sollte auch explizit gewarnt werden!,nothing
Flüchtling findet Arbeit und bringt sie zum Amt!,nothing
Es ist klar das solche Leute wie du Anke Schneider die Gewaltbereitschaft z.B. an der Serbisch-Ungarischen Grenze nicht seht !!! Ist aber auch klar wenn man ne rosarote Brille aufhat ;-),nothing
"Habe mir unsere Nationalhymne jetzt noch einmal angeschaut, obwohl ich heute wie immer direkt dabei war und natürlich auch kräftig mitgesungen habe. - Jetzt kann ich beruhigt und schön schlafen! Gute Nacht ihr Patrioten! ;-) Schön, dass es Euch gibt!",nothing
"Jetzt ist sie weg,das war zu viel für den Troll!",nothing
Man bekommt eh nie alle unter einem Hut ist leider so...,nothing
"Na da hat er es aber gut das er die Deutschen so gern hat und dass nicht seine Vorfahren hier von Deutschen ausgerottet worden sind... Aber vielleicht sind gerade die Muslime Deutschlands ""neue Juden""???....",nothing
"Den beiden Grinsebacken wird das Lachen auch noch vergehen, aber wahrscheinlich ist das Bild eh nur gestellt",nothing
Sauber!! Davon brauchen wir viiiiiiieeeeellllll mehr!!,nothing
"Gerhardt Franke plattdeutsch ist kein Dialekt, sondern eine eigene Sprache",nothing
Die kommen morgen alle weil es kostenlos ist weil sie keine Meinung vertreten.,nothing
Zum Oktoberfest in High Tech Zelte,nothing
"Madame Ikari, das hatten die Franzosen vorher schon.",nothing
"Ich verstehe nur nicht, warum die 500er abgeschafft werden sollen? Solange die ""ehrlichen Finder"" sie immer wieder zur nächsten Polizeiwache bringen ist das doch ok, oder? ??",nothing
bei windigen 5 Grad Minus war das schon okay...,nothing
"Das mit dem Sonntag stimmt aber nicht, meines Kenntnisstandes nach sind bis jetzt alle Demos Montags gewesen, mit außnahme einer Demo, die wegen einem Gratiskonzert auf Sonntag verlegt wurde...hmm",nothing
[URL],nothing
"Liebe Stadtväter von Potsdam, nicht lange reden, dafür kann man doch Verständnis verlangen oder ?",nothing
Aber sowas von..,nothing
Bitte???????,nothing
"Damaris Badock Du hast Recht, nur wenige Dumme schließen sich an. Die meisten dummen gehen lieber zu den Gegendemonstrationen.",nothing
[URL],nothing
[URL],nothing
"Natürlich, und den objektiven, gut informierten Pegidisten sollte man alles und immer glauben. Allein das Orga Team ist ja durchsetzt mit dem vertrauenswürdigstem Personal, das man sich vorstellen kann. Super ist übrigens, was Extra3 zur Bewegung sagt. ""Sie verteidigen religiöse Werte, an die sie selbst nicht glauben, gegen Menschen, die es bei ihnen nicht gibt, von denen aber in Medien berichtet wird, die sie wiederum für Lügner halten. Irre.""",nothing
Morgen soll eine Erklärung dazu erfolgen von PEGIDA! Also abwarten :-),nothing
"Sigfried Liesel, ich habe vorhin zwei Nazis gesehen, hier bei uns im REWE. Stell Dir vor, die haben Deutsche Markenbutter gekauft. Das waren doch welche oder???",nothing
Ich war wie immer dabei .,nothing
"Alleine schon die Themen Islamisierung und unkontrollierte Zuwanderung, kann kein Mensch übersehen.....diese sind Fakt und bewegen das Volk",criticism
"gerade dort, Leute macht endlich mit...sich die eigene Macht mit Steuergeldern zu sichern ? Hallo Deutschland ? [URL]",criticism
Sachsen ist Deutschland und Deutschland ist Sachsen,nothing
"nein,ich will nicht !",nothing
"[USER] [USER] .....das lichtscheue Gesindel aus einer Melange von Antifa, Verdi, SPD und Migranten zeigt mal wieder seine hässliche, linksgrüne Fratze!",criticism
David Nuhlig kann ich dir helfen du bist schwer krank.,nothing
"Olaf Böhme nicht für Böse nehmen bitte, aber du scheinst in deinem Leben und eigenem Umfeld große Probleme zu haben, diese du jetzt als Schuldige in den Flüchtlingen und anderen ausländischen Bürgern suchen tust. Dann steh auf, organisiere dich mit anderen Leuten und trete für deine Rechte ein, aber hier auf ""Ich bin gegen alles"", aber dann nichts tun für, dass es sich ändert, ist nicht gerade Mutig, sondern eher super Feige.",nothing
Auch ohne Linke wäre Polizei nötig. Das Gegenteil zu behaupten ist schwachsinnig,nothing
Niemals,nothing
[URL],nothing
Die haben gedacht wenn sie den Kopf abschlagen ist Schluss haben sie sich ganz schön geirrt...,nothing
"Das stimmt Fouad leider gibt es zu viele Missverständnisse, und unsere Politiker hindern daran diese aus der Welt zu schaffen. Natürlich soll jeder seinen Glauben leben im friedlichen Sinne egal welchen Glauben. Religion sollte auch nichts mit Politik zu tun haben und keiner hat das Recht einem anderen was aufzwingen zu wollen. Es ist auch wirklich egal ob jemand ein Kopftuch tragen möchte oder eben nicht, das macht schließlich keine Islamistin aus einer Frau - egal welche Nation oder Glaubensrichtung. Und genau da ist der Haken, hier sollen die christlich Geborenen plötzlich auf verschiedene Sachen verzichten die sie schon anerzogen bekommen haben. Warum? Stört es Dich wenn Weihnachten gefeiert wird? Oder irgendwo ein Kreuz mit Jesus hängt? Stört es Dich wenn wir einen Weihnachtsmarkt haben? Wie ich Dich einschätze stören Dich diese Sachen nicht. Das scheinen zwar nur Kleinigkeiten, doch die läppern sich zusammen. Schuld ist kein moslemischer Mitbürger daran (jedenfalls die meisten nicht - ich kenne auch genug die gerne einen Weihnachtsmarkt haben etc.) Schuld ist die Politik die das aufzwingt - ohne wenn und aber. Und was meiner Meinung nach Asylanten betrifft; Lieber 100 statt 1000 und die lieber ordentlich untergebracht und betreut",criticism
Parkplätze selbst bewachen. Kriminelle festnehmen (darf jeder Bürger) im Rahmen des Gestztes.,nothing
Alter..pack dir mal an den Kopf..,nothing
"Ok, ich habs versucht. Danke, Deutschland schafft sich ab, für die ernsten und guten Antworten. Ich mein das auch so.",criticism
Solche dummen faulen Subjekte wie links sind mir scheissegal,nothing
"und es ist ein Fehler, wenn ihr glaubt das dadurch mehr Menschen an den Pegida-Demo`s teilnehmen, weil ihr keinen guten Stream habt, - genau das Gegenteil ist dann der Fall. - bitte kümmert euch darum, - ich bin davon überzeugt, das auch der Grossteil dafür spenden würde, um dies umzusetzen.",nothing
In diesen 10 Forderungen geht es einzig und allein um die Asylpolitik. :),nothing
"Das sind genau die Bilder die auch den letzten Idioten aus seinem Dauerschlaf reißen sollten. Das es eben keinen ""Kuschelislam"" gibt.",nothing
"Sehe ich nicht so, weil wie es in Partein zu geht, da gibt es den einen und anderen Flügel, leider hat die CDU nur noch einen. Pegida wird durch die Presse und einzelnen Politiker geprägt (Aussagen die einfach nicht stimmen), der Kurs der von dem Orgateam besteht ist sehr gut. Sie steuern jedes mal klar, gegen solche Tendenzen und ich beschäftige mich mit den Themen und wer einmal dabei war und sich die Reden angehört hat, die zu 80% sehr interessant sind (von mal zu mal besser werden), und können dann objektiver fühlen, was die Medien vermitteln.",criticism
"Den beiden Herren auf dem Foto sollte man regelmässig einen Booster-Einlauf verpassen, das ist die geeignete Spritze für A…schlöcher.",nothing
"Ja,schon.Aber die Diskussion im thread ging jetzt auch weiter in Richtung allgemeiner Bargeldabschaffung.Deshalb mein Kommentar....und man könnte es ja gut als Testlauf für die allgemeine Bargeldabschaffung nutzen,oder?Und die Öffentlichkeit nimmt es als solche dann nicht mal wahr.....",nothing
"Zitat:  Bei den PEGIDA Feinden fällt auf, dass das was normalerweise hinten raus kommt  vorne ausgeschieden wird. P. Conrad",nothing
Der hieß doch schon immer so oder????,nothing
Richtig.,nothing
Schwachöpfe,nothing
Abwarten!!,nothing
"Schnappt Dir einen Döner. Du bist nicht Du wenn du hungrig bist  :-D",nothing
"Aber mit Migrationshintergrund, sonst wär es ja rassistisch.",nothing
Sieht leider so aus. Mich ärgert auch das die Gutmenschen das nicht sehen und denen noch Brötchen schmieren. Die sollten lieber die Freiheit verteidigen in dem Sie auf unsere Werte stur bestehen. :-),nothing
Der Mann hat Recht!,nothing
Wieso habt ihr nicht wie unrsprünglich geplant die Demo in Leipzig gemacht?,nothing
"""Migranten Wilkommen""",nothing
Ganz schön schlau die dummen Nazi Ossis ! Ich kenne beides vom Westen in den Osten gezogen während der Schulzeit ! Das ist ein Unterschied wie Tag und Nacht und die Nacht ist ganz klar der Westen !,nothing
"Früher tranken ""sie""heimlich Wein. ....",nothing
"..Hasta La Vista Linksmaasfaschista,..deine SPD ist am Ende.Da hilft euch auch eure albewährte ""Nazimoralkeule""nicht mehr.Immer mehr deutsche erwachen aufgrund eurer asozialen und deutschfeindlichen Politik aus ihrem politischem Tiefschlaf,und das trotz eurer linksversifften verlogenen Staatsmedien, Lügenpresse und täglichen Hetze durch eure Presseknechte und pseudodemokratischen Speichellecker,...ein Hoch auf euren Untergang!!!",criticism
Bitte unterstützt diese Seite und lest was in den 2 letzten Tagen passiert ist ?? [URL],nothing
Paul ? Wer ist eigentlich Paul ?,nothing
"Allles, was mit dem deutschen Grundgesetz vereinbar ist. So bin ich aufgewachsen. So ist meine Familie aufgewachsen. Und so sind meine Freunde aufgewachsen.  Der Eine mit Vollbart und seiner traditionellen Gewand und z.b. die Eine mit Kopftuch.",nothing
"Na toll da versteckte sich wieder Joghurt ""im"" Glas :-D",nothing
"Wer sagt,dass die minderjährig sind? Traiskirchen ist ein gutes Beispiel dafür",nothing
Guter Mann !!!!,nothing
"Natürlich sind es mehr als Dresden. Kögida, Bergida, Dügida etc pp. Ändert aber auch nichts daran das es nur ne Minderheit ist.",nothing
"Treffender, als auf diesem Bild, kann man es nicht ausdrücken!",nothing
Der Reporter meint sie hätten nie behauptet es wären alles Rechte bei den Demonstrationen,nothing
Schlaf weiter Andi....:-),nothing
"Nostradamos hat bereits vorher gesagt, dass der 3 Weltkrieg ein Glaubenskrieg wird. Wir haben sie bereits im Land. ..die Ausschreitungen in Ungarn, sind erst der Anfang",nothing
[URL],nothing
"Stimmt! Habe im Keller und auf dem Dachboden nach gesehen,- nix da! Aber raus- in der Realität möchte ich jetzt nicht nach schauen!",nothing
"[USER] [USER] [USER] 1/2 Er hat seinen Herren zu dienen! Denn er ist ein Diener. Damit sichert er sich seine politische Macht. Kein Wunder. Im 21. Jahrhundert Politik zu machen ist einfach, man muss Israel voll unterstützen, ohne zu kritisieren, auch wenn sie Kinder töten!",criticism
"Sagt der bosnische Muslim, sobald das Wort Islamkritik fällt.",nothing
"DRESDEN der deutsche Turm der Demokratie !! Erst 1989 die DDR zu Fall gebracht ! Heute 2015 wird die ""Merkel Diktatur"" mit diesem Asylwahn bekämpft ! Ohne Dresden wäre Deutschland verloren .. wir sind stolz auf Euch ! So stark ist nur eine Stadt, die den Bomben-Hagel von 1945 überlebt hat !",criticism
"Das mag sein, die machen aber nur einen kleinen Teil aus und sind, wie Frank sagt, inzwischen bekannt. Ihr könnt nicht abstreiten dass sich in euren Reihen auch sehr radikale Meinungen befinden. Die machen zwar nicht den Großteil aus, schreien aber leider immer am lautesten. Das prägt leider das Bild von Pegida",nothing
Häää???,nothing
"noch lange nicht, in der deutschen Geschichte hat noch keine Bewegung, innerhalb von drei Monaten, so viel Staub aufgewirbelt.....man darf noch hoffen fürs Land / Europa",nothing
Alfons Bittorf ab 50000 toten deutschen Frauen und Mädchen ?,nothing
"Das sind unsere Volksvertreter, eine Schande.",criticism
Vielen Dank für das Entfernen meiner Kommentar!,nothing
Ja so habe ich das auch gesehen als ich ihn filmte... ich teile schon überall.... bin dankbar für Jeden der es auch tut :),nothing
gesundheit,nothing
"Aufwachen! Eine EU-Aussengrenze wird gerade aggressiv attackiert! Diese Aggressoren könnten friedlich in Richtung Kroatien weiter gehen. Sie rebellieren und wollen die Gesetze nicht akzeptieren. In der Berichterstattung (ungarischer Fernseher) zeigten sie, wie die Aggressoren ein ca. 5-jähriges Mädchen und einen kleinen Jungen über die Grenze (mitten in den Gefechten) geworfen haben; hoffend, dass dann die Grenze geöffnet wird. Unfassbar. In denke, das sind ausgebildete, getarnte Soldaten.",nothing
Über 500 Anzeigen in Köln. Von den anderen Städten wird nichts mehr berichtet. Soll da wieder was verschwiegen werden?,criticism
"Sagte ich doch, nur kackhaufen unterwegs :)",nothing
[URL],nothing
[USER] [USER] [USER] [USER] Du Hurensohn Hater deine Mutter gibt es als 0815 Schlampe auf einer 10 Jahren alten Porno CD die von obdachlosen Nazis genutzt wird. Deine Mutter hatte einen Gang bang mit afdlern diese Nazi Schlampe. Du hurensohn. Komm mal rüber wenn du paar auf die fresse willst.,nothing
[URL],nothing
Pegida ist sehr tolerant ????????????????,nothing
"Nicht nur einen, sondern alle!",nothing
"als Orga Team sollte man in der Lage sein ,fehlerfreie Kommentare zu schreiben. Ob ich etwas falsch schreibe juckt niemanden ...",nothing
"Ohh, die jüdischen Mitbürger bekommen Angst vor der Überzahl der Islamischen. Wie das so plötzlich?",nothing
Und Sauerstoffvorkommen auf dem Mars finden die auch noch !,nothing
und wo sind jetzt die Lichterketten gegen rechts??...die werden doch immer erstmal rein prophylaktisch gemacht bevor man überhaubt genaueres weiss!,nothing
Und Tschüß,nothing
ist das von den Gebrüdern Grimm ???,nothing
"Wie viele der Leute hier waren schon mal in Köln? Wie viele davon hatten dort eine schlechte Begegnung mit nicht deutsch stämmigen Menschen? Ich komme aus der Ecke und muss sagen, dass ich seit dem ich in Dresden lebe einen richtigen Hass auf Rassismus entwickelt habe. Danke euch lieben Ossis",nothing
"Jürgen Todenhöfer ist ein Mann, dem KEIN Deutscher dad Wasser reichen kann. Ließt seine Bücher und ihr werdets sehen...",nothing
....die Hosen tragen jetzt die Asylanten,nothing
Wer eine Grenzsicherung gewaltsam durchbricht ist KEIN Bürgerkriegsflüchtling sondern iein Aggressor. Der Einsatz eines Wasserwerfers ist dann noch die humane Art einen feindlichen Angriff abzuwehren.,nothing
die wird das Gesindel direkt mit der Bundeswehr persönlich abholen!!! ... mit der Hoffnung auf einen Orden!!!,criticism
[URL],nothing
Sascha Bernhardt,nothing
Ewelina Sowa,nothing
"Sind auch 95% normale Leute.Denke unter den 25.000 sind vielleicht 200 Rechte Säcke, der Rest is wirklich normal und sehr freundlich.",nothing
Zählt ihr eigentlich noch? ;-),nothing
"Die Polizei ist nicht wegen Pegida anwesend,vielmehr machen es gewisse Gegendemonstranten notwendig,die Polizei vor Ort zu halten.Traurig aber wahr.",nothing
Es waren aber nun mal Türken! Punkt!,nothing
Oh. Hatte ich die Null gewählt?,nothing
20Jahre passt da nun wirklich nicht,nothing
[USER] [USER] [USER] du bist ein widerwärtiger israelischer Nazi. Deine Großeltern wurden damals vergast und du billigst die selben Methoden Israels.,nothing
"Ach, Herr Pommes (??), wenn jemand wie Sie mir keine Ahnung und Dummheit bescheinigen will, so lache ich mich schlapp! Eine antiamerikanische Haltung in der Politik (TTIP usw), eine kritische Haltung zur bundesdeutschen Politik und deren devote Haltung gegenüber der USA, kann ich durchaus nachvollziehen. Dass Sie aber dann grad aber den Islam als Gefahr für unser Land ansehen, das sollte selbst Ihnen und Ihrer Ideologie zu Denken geben..,",criticism
"die können sich doch prostituieren,sowie sie das als gegendemonstranten getan haben.",nothing
"Ralf Dieter John du Spatzenhirn, wieso soll ich für den scheiß Osten zahlen? Hätte ich die Wahl zwischen Soli zahlen oder das Geld an die Schweine zu verfüttern, ich würd es den Schweinen geben ?? Die sind wenigstens Produktiv und aus denen wird auch mal was",nothing
Super Bilder - ABER - Live dabei sein ist schöner!^^,nothing
[URL],nothing
Das Fass ist voll und es wird niemand mehr aufgenommen. Im Gegenteil die da sind werden ohne Gnade abgeschoben.,nothing
Dessen solltest du also im Stande sein,nothing
"In Frankfurt. So sieht die Gegendemonstation aus. Geprägt von Tolleranz, Respekt ja sogar Liebe. Schaut genau hin, und überzeugt euch.",nothing
"Nur mal so,ist euch schon aufgefallen, dass derzeit kein einziger deutscher Politiker im Ausland verweilt? Hat das nen Grund oder ist das Zufall? Wieso schickt mann den Wulff zum Saudi? FRAGEN ÜBER FRAGEN ??????",criticism
"Was erhofft man sich davon? Ich meine, dass mit den Fahnen und der Hynme finde ich spitze, aber was wird sich ändern? Werden Muslime jetzt das Land verlassen? Werden die Angst bekommen oder vom Islam sich trennen? Bin selber als Kind von Gastarbeitern Groß geworden und habe den Kurankurs besucht. Ich selber bin Türke oder Deutscher mit Migrationshintergrund. Für mich persönlich ist es egal ob man Deutscher, Israeli, Amerikaner, Österreicher, Türke oder sonst was ist. Mir ist es egal ob man Muslim, Christ, Jude oder Ateist ist... Ich selber unterscheide Menschen nach ihrem Charackter und nicht nach ihrer Herkunft oder Religion. Ich bin nicht mehr Muslim und habe keine Religion.Bin eher ein Religionskritiker, aber keiner der die Religion hasst und das obwohl viele Menschen mit ihrem Benehmen gehasst werden sollten. Nur verstehe ich nicht was man dich Hass erreichen möchte? Diese Muslime, welche sich nicht integrieren und Hass predigen, machen sich das selbe wie ihr? Naja ich finde, dass Pegida kein Gramm Verbesserung in Deutschland herbeiführt.. Ist nur meine Meinung.... Wer andere Menschen respektiert, der verdient auch Respekt..",nothing
Die herrschenden Politiker bedürfen wirklich Nachhilfeunterricht in Sachen Demokratie.,criticism
die Zahl habe ich auch in diversen Quellen gelesen,nothing
Das ist was Menschenunwürdig ;-) In ihrer Heimat kennen diese Leute überhaupt kein Geld .,nothing
Einer brasslicher als der andere.!,nothing
unglaublich! gefährlich sind die asylanten!,nothing
ps.nicht zu vergessen die ausrottung der indugenen völker und die zur perversion gebrachte sklaverei in den USA...,nothing
Mopo 24 meldet laut Polizeisprecher 17300 Pegida und 5000 Gegendemonstranten! Und die 5000 wurden mit 3 Gegendemos erreicht!,nothing
"Ich habe von Jürgen Todenhöfer noch nie einen so haßtriefenden und menschenverachtenden Text gelesen wie diesen Aufruf zur Online-Demo. Wenn friedliche Bürgerproteste gegen das Versagen der politischen Klasse in Sachen Asyl- und Flüchtlingspolitik als ""braune Pest"" bezeichnet werden, ist das wohl ein Aufruf, diese schnellstmöglich auszumerzen, damit der Rest der Bevölkerung keinen Schaden nimmt, oder wie...? Die ausländischen Teilnehmer und Redner bei PEGIDA (Syrer, Ägypter, Türken etc.) hat JT scheinbar nicht wahrgenommen - oder zählen die auch zu den ""Anti-Ausländerhetzern""...?",criticism
"Hallo Bernd Goers, so eine These von mir, warum sich viele Türken in einer Großstadt wie Berlin nicht integrieren ist, dass sie es nicht für nötig halten, da viele davon in türkischen Vierteln leben und sowieso nicht so viel Kontakt zu Deutschen haben.",nothing
Die lächerliche Anzeige wegen des Mistgabelsatzes wird auf dem Misthaufen der Gerichte landen - sprich: Einstellung wegen Geringfügigkeit. Alles andere ist primär.,criticism
"Genau wegen diesen Aussagen seid ihr der Witz der BRD und des Auslands ""Systemopfer"" niedlich schonmal was von Argumenten gehört? Und ihr stellt Politische Vorderungen echt arm. Und die Zuspitzung mit der Banane ist ein sprachliches Mittel um ""Menschen"" wie sie zu reitzen und es funktioniert wie man sieht. Danke das sie reagiert haben Peace! ;)",nothing
"Warum auf einmal diese Diskusionen um Ausländer , Zuwanderung ? Weil Deutschland Flüchtlinge aufnimmt ? Kommt bald wieder der Spruch "" das Boot ist voll"" Ist wurde noch keinem Deutschen was weggenommen !!! Warum so eine Angst wegen der Zuwanderung ?",nothing
"Seit 2011 sind 3 Millionen Deutsche Fachkräfte ausgewandert, geflohen oder wie auch immer, aus Deutschland! Mann sollte überlegen als Regierung, wieso sie das getan haben!",criticism
"[USER] Dw, ihr seid zum kotzen, wir wissen alle dass Ihr nur für israel arbeitet!",nothing
"Jeder Einwanderer mit Hirn,weiß,dass die Schmarotzer,Kriminellen und Unwilligen sich anzupassen,gemeint sind.Also haltet die willigen Einwanderer nicht für Dumm.",nothing
Warum hat man den Koran-Vogel nicht auch gleich verhaftet?,criticism
Zumindest haben wir Humor... Pegidas verarschen ist immer noch der schönste Sport,nothing
"Was juckt es die deutsche Eiche,wenn sich die Sau dran scheuert...",nothing
Genau... Und bei dir ist Orthographie n Glücksrad!,nothing
"Weltoffen? Sehen Sie sich mal um auf der Welt! Ein Saustall ohne gleichen der völlig aus dem Ruder läuft! Überbevölkerung, Umweltzerstörung, Millionen in Elendsvierteln die nicht mal sauberes Trinkwasser haben! Soll das auch in Deutschland so werden? In Österreich? In der Schweiz? NEIN!",criticism
Polizist wurde von klauendem Asylant mit Glasscherbe Gesicht zerschnitten: [URL],nothing
"Deswegen sind die Zecken auch alle ohne Job, weil se nicht wissen was Brutto oder Netto bedeutet. Die denken wahrscheinlich is n Schoko Riegel...!!!",nothing
Was sucht denn der Antifa-'Russe' hier?,nothing
O ja ihr Gut Menschen wenn man auf einmal selbst betroffen ist will man nichts mehr von dem mehr wissen und windet sich wie eine Schlange um die richtige Antworten um ja nicht das gute Gesicht zu verlieren,nothing
die hängen an den Tropf der EU,nothing
Festerling !,nothing
"Laut Onlinespiegel sind wir (sinngemäß) Weicheier, weil wir uns beim Regenguss unter die Altmarktgalerie-Arkaden gestellt haben. Ok, nun wissen wir, was die gegen uns noch vorbringen können. :-)",nothing
Wenn die so Kampfbereit sind dann erst recht nachhause für ihr Land kämpfen und fordern.,nothing
Ich lese ständig nur Integration ich denke Asyl ist nur vorübergehend.,nothing
"[URL] der linksradikale Besser-Wessi Volker Lösch, mag die Dresdener Bürgerschaft nicht, aber deren Geld möchte er schon. Er arbeite gern mit Linksradikalen. ""Löschs Inszenierung von Schillers Die Räuber am Theater Bremen vom Februar 2010 wurde durch das Online-Magazin Nachtkritik.de zu einer der zehn besten Inszenierungen deutschsprachiger Theater im Jahr 2010 gewählt. Die Inszenierung arbeitete mit einem Chor aus jungen Bremerinnen und Bremern, die sich dem radikal linken Spektrum zugehörig fühlen, und ließ diese auf die 68er-Generation ihrer Eltern und Großeltern treffen.""",nothing
"[USER] [USER] [USER] Die Deutschen (offensichtlich zu viele) haben ihren ""Verstand"" bereits mit Merkel begraben ! Grüne, Linke etc. sind nur die fatalen Folgen von SED-Murksel und Konsorten ! Die ""Deutschen"" müssen wohl immer erst ""Dreck fressen"" bevor sie begreifen, AH, Honecker",criticism
"Lest euch mal die Kommentare dazu durch, also man muss ja sagen....er hat nen ziemlichen Shitstorm ausgelöste. ..hoffen wir nurmal, dass es nicht seine persönliche Überzeugung ist, was er da schreibt.....",nothing
"Tun sie doch jetzt schon , nur Montags nicht, da haben sie Ausgang.",nothing
"Läuft auf der Straße bei den Leuten  die es nicht einsehen das die Politiker uns unter ihrer Kontrolle haben und uns noch mehr verschulden und das ist auch gut. ;)   Ja hast Recht.  Und wenn du in Deutschland lebst,  dann würde ich mir an deiner Stelle auch mal Gedanken machen.",criticism
"Ramon ist so Hohl im Kopf, dass man darin einen Grossteil an Flüchtlingen unterbringen könnte....",nothing
"Es ist die BRD Verwaltung, die der Wirtschaft die ausbildungsfaehigen Menschen durch das Anbieten von hochbezahlten und vermeinlich sicheren Jobs im oeffentlichen Dienst die Bewerber entzieht.",criticism
"Björn Lenz: Wer sagt uns denn eigentlich, dass das nicht schon gemacht wurde? :-D (lol)",nothing
[URL],nothing
"Kindergärten verzichten auf Schweinefleisch. Warum verzichten die Grünen nicht auf Frauenkleider? Das würde die Willkommenskultur in Deutschland doch stark erhöhen.",nothing
Eine Fachkraft für professionelle Eigentumsübertragung weniger....super,nothing
"Wehe, wenn sie losgelassen. Gestern waren wieder ""Busreisegruppen"" unterwegs...",nothing
"ist ja auch kein wunder, die hälfte der sachsen leben ja woanders",nothing
"An Susanne Lindner: Na dann penne mal weiter in Deinem Kaff, kapieren wirst Du sowieso nicht, um was es wirklich geht. Ich glaube mit solchen ignoranten und intolerante Leuten braucht man nicht disskutieren. Ziehe Dir diese Lügenmedien weiter ein und glaube fest daran, aber heule nicht rum, wenn es anders kommt.",nothing
"Oskar Siwka, nimm bitte deinen eigenen Verstand und beziehe dich bei solchen Aussagen nicht auf Wikipedia. Der Islam ist wie alle anderen Religionen eine Ideologie mit Gottesbezug. Ansonsten besteht kein Unterschied zu anderen Ideologien wie Kommunismus und Nazionalsozialismus, da würdest du ja auch nicht von Rassismus reden, wenn wir Nazis kritisieren. Nochwas, wir als Volk veranstalten in anderen Ländern gar nix. Das sind lediglich diese verkommenen Pseudoeliten aus Wirtschaft und Politik, sowie diese Pseudointelektuelle, die diesem Handeln ein moralisches und wissenschaftliches Gewand verleihen.",nothing
"Verleiht ihm das Bundesverdienstkreuz ..... Ist ja eh nichts mehr wert .... #endlichsinddiefachkräfteda",criticism
die moslems haben es nicht anderst verdient. diese kreaturen muessen vernichtet werden,nothing
"Hauptsache Stunden gebraucht um das ""richtige"" Bild zu finden",nothing
"Die griechische Regierung arbeitete im Hintergrund mit allen Tricks, als es jetzt darum ging, wieder einmal Geld von den europäischen Steuerzahlern einzufordern. Denn da gab es eine brutale Androhung, die unsere Politiker aufhorchen ließ. Von Udo Ulfkotte: [URL]",nothing
"Die Brandursache ist bis heute nicht geklärt,aber die Schuldigen standen bereits am nächsten Tag fest. Wie war das mit dem Reichstagsbrand 1933?Kurze Zeit später wurde das Ermächtigungsgesetz verabschiedet und die Weimarer Demokratie abgewickelt.",nothing
Ich merke auf was für ein iq du bist wenn du blau zu dem sagst das ist grau nur das Laptop Licht ist blau Merkt man wieder was für pegida für rtl Menschen ihr seit ach ach,nothing
"Na klar, ausgerechnet in Vietnam ist nicht bekannt, dass Deutschland ein Einwanderungsland ist. Abgesehen davon gibt es für Vietnamesen doch gar keinen Grund, Asyl zu beantragen. Und wenn die Bundesagentur für Arbeit mal ein bisschen Geld in Programme der Jugendberufshilfe investieren würde, anstatt diese Mittel Jahr für Jahr mehr zu kürzen, könnten unsere eigenen Jugendlichen besser ausgebildet werden und so dem Fachkräftemangel entgegen gewirkt werden.",criticism
